cent_latitude,cent_longitude,clust_size
36.03311639999997,-86.78277720000004,56
34.4219613642857,-119.69346761428565,56
40.56362461454545,-74.52603426181825,42
37.56653499999998,126.97796920000012,55
33.45162379454543,-117.64702445272732,57
42.53156651666665,-82.96434142592592,37
34.068120212962924,-117.22684049074068,38
32.95011099999999,-96.88391698333338,82
44.48055118679242,-73.19678361320747,54
41.834299833962255,-72.56461691698112,37
41.1699096075472,-73.21811186792449,52
40.94798430377356,-74.27348516603776,134
39.75398973396226,-84.18965707735843,51
34.16418263962264,-118.82645039433979,53
34.00030151132081,-81.03703146226411,53
40.59422284038461,-111.87898254807683,58
37.69223609999996,-97.3375448,52
32.79257481923081,-117.22474285769233,50
45.099324566666695,-93.27443494705874,38
42.753148239215676,-71.45954490980388,50
41.8269022509804,-88.31323856078434,42
30.450746199999983,-91.154551,51
27.95474522941178,-82.79091589019612,44
47.78685906999999,-122.191604392,50
43.54997490000003,-96.70032699999994,50
42.21333552000001,-87.97050708999997,52
39.16532499999998,-86.5263857,50
33.95512936800003,-117.39706508400009,50
47.98789650204081,-122.19901846938781,49
42.5226011612245,-70.90788364489795,52
40.11307317959184,-74.91828257142858,36
27.916103902040803,-82.24841784897956,50
-7.267715371428567,112.74167326530616,49
42.24284855208335,-70.96381451250004,50
38.822386197916664,-77.42015213958332,48
36.07254132916669,-79.7944798333333,49
33.65028436041669,-84.43758000625004,44
26.708357729166693,-80.0519220333334,46
40.86717449574469,-73.38055516808511,58
38.720351431914885,-121.244884155319,44
36.15398159999997,-95.99277500000002,47
13.786798338297864,100.61551539148931,38
-22.90353930000001,-43.209586899999984,47
41.72070682391309,-87.71461837391298,38
38.742388378260884,-77.21913204782606,49
33.48581276956523,-86.79924081304351,49
32.06268793695649,-81.10157020869556,46
28.52905037173912,-81.55647568695655,40
28.291955700000013,-81.40757100000008,46
27.664827399999997,-81.51575349999995,46
44.2601702822222,-88.41388403777768,45
42.933130882222216,-78.75293654000002,43
41.522727768324685,-90.5410787240668,45
41.34767893111116,-73.45140617333337,49
39.36294387555554,-74.42592673555563,44
38.881395800000014,-94.81912849999992,45
30.412753639999977,-87.20984056666673,45
29.651634399999992,-82.32482620000008,45
55.748349518181776,37.62385041818183,44
40.2194914022727,-74.79358449772737,45
47.29836829069771,-122.36173786046511,16
42.195567206976754,-71.1867695767442,40
41.24369069302325,-73.06478146744183,32
36.74772720000003,-119.77236609999999,43
33.883084039534886,-117.56395783255817,45
45.427717411904716,-122.78965456904754,47
42.43462138095236,-71.45071421428572,45
40.11384109999998,-88.23670261428576,42
38.9716689,-95.23525010000002,42
38.61018540238096,-90.55174977380953,44
34.07750167380951,-84.04649003333337,42
33.97257482142858,-118.16837066666663,37
31.968598800000024,-99.90181309999991,42
26.48884247142857,-80.0700818714285,43
3.134275921428573,101.67555986904758,36
42.61425142439022,-71.12383345609753,51
41.07927300000004,-85.13935129999994,41
33.60497865199462,-86.63696634109183,41
30.49481402682929,-97.6674049365853,41
42.67720624749998,-73.75123032499997,40
40.496202660000016,-88.99246485999991,40
40.16724130249999,-75.1301481225,33
38.05292796249997,-122.276567105,53
36.973905175000034,-122.02007963749995,40
36.35958268499999,-94.17947600499994,40
33.362778000000006,-112.16861100000003,59
52.5234051,13.411399899999996,39
42.25493944871796,-71.4497311589744,37
41.62184241025642,-87.7797234,24
40.5255315948718,-74.64741316923079,41
39.73594297948715,-75.55050863846157,35
39.417784620512805,-76.59778866153844,30
35.9250637,-86.86888989999999,39
51.04500000000002,-114.05722220000004,38
45.40109128947367,-75.7051333684211,38
42.56062689736842,-71.22277635263161,59
41.218337994736835,-73.93479548421055,32
40.27352509999998,-76.89054586578942,38
38.981804289473665,-76.49960739736841,42
28.038268273684217,-81.94780579473685,38
26.138843786842077,-80.33434683684207,38
47.80529201081078,-122.34446337297295,37
42.25905707297299,-71.790836545946,41
40.100428383783786,-83.11003126756758,35
39.09561068918917,-76.88814440540534,35
34.75143575945949,-92.28484992432435,37
44.89943693333333,-93.62907909444446,38
42.989515536111135,-71.46588435277779,37
41.706869299999994,-73.9256479722222,33
40.76679362777777,-73.06231106666665,36
39.712229050000005,-86.37676057222218,43
29.986731291666672,-90.20393365555552,36
28.065487166666674,-80.59930491111109,36
-0.789275,113.92132699999999,36
47.531789725714276,-122.02841032857138,35
42.29856200571429,-88.27068894000006,24
41.7127698342857,-87.8328234514285,11
40.96048899714285,-72.2086191457143,35
40.13047046285715,-82.94110988571427,35
43.01644742941177,-88.23213489999998,37
42.65263913823529,-83.00841650882357,34
42.439221967647036,-82.91527936470588,27
42.016666700000016,-94.3766667,34
41.5062953764706,-73.08288424999998,35
39.91861719117647,-75.33817145294115,46
39.413043311764675,-77.41126803823532,34
39.33104944411765,-74.57533548235294,33
38.30472220000001,-122.29888889999995,34
34.73036879999998,-86.58610369999998,34
34.101487299999995,-84.51937540000003,35
33.50959430000001,-117.1657184941176,34
41.274174090909085,-73.84626447272727,27
38.440955818181806,-122.71673953333341,37
35.54774646060606,-80.82838935757579,42
34.22572549999998,-77.94471019999996,33
33.37031969999999,-112.58377659999998,33
29.211117730303037,-81.0235402151515,33
27.800582800000004,-97.396381,33
25.2644444,55.31166669999998,33
-8.66436294545455,115.21134018787885,31
43.18353895937502,-87.95640763437503,37
42.135342931249994,-71.43706586250005,21
42.101790224999995,-75.92552983749998,37
40.61566269062504,-75.36652545000001,32
39.56552661863273,-104.79615645278776,46
35.045629699999985,-85.30968010000001,32
34.09865736562501,-117.35580912187508,32
32.46191387187502,-84.988933390625,32
20.676282293749995,-103.34731531250007,32
3.5848877374999977,98.67732914999995,32
52.37296399032261,4.892317222580647,31
48.75955290000001,-122.48822490000009,31
46.78029465483874,-92.10083304516134,31
44.66468697419354,-93.22828416451615,25
41.47416572258066,-81.52397445806453,17
40.88031393225807,-73.07814735806454,28
40.79350004516128,-77.85759507096775,31
40.30413109032259,-74.31252538064517,28
40.16312081290324,-105.10637213225797,31
39.968261003225784,-75.6132144,37
38.03171360000001,-84.49513590000002,31
34.2659,-119.25836600000001,31
26.64406870967742,-81.87331197419358,31
14.594446125806453,121.01582649354837,31
42.28177951333332,-71.58480652,28
42.253048073333346,-83.17962892999999,32
41.96190683,-88.29374470333332,12
39.96259840000001,-76.72774499999998,30
39.94187740999999,-74.1481392333333,34
39.055823499999995,-95.68901850000005,30
38.62457133999998,-121.29814465333334,25
37.79336196000002,-121.98601656000004,15
33.93230805333332,-83.99220399333335,32
33.56898140333334,-84.32907162333329,27
39.02460513103447,-84.58562820689656,32
38.99854259655172,-76.81361866896552,64
38.02930590000003,-78.47667810000002,29
36.256130044827586,-94.12431232413792,16
34.0050079,-118.81008930000004,29
33.833371599999985,-111.95070420000002,29
30.64426478965516,-96.34891375862061,29
28.32970167241379,-80.67288769655171,29
27.336434700000012,-82.53065269999998,29
21.37780984137931,-158.0030451344828,29
46.729552999999974,-94.68589979999994,28
45.63872809999999,-122.66148609999995,28
42.89325042142857,-87.86338142500006,28
42.44396140000001,-76.50188069999997,28
42.1923157892857,-88.29305954999998,24
42.05843600000002,-70.17863740000006,28
41.605641660714284,-88.20381831785708,25
40.51168288214287,-80.19610841071429,28
40.41962254642857,-79.8507862,26
40.37315943928572,-74.51987564999999,29
39.35657744285715,-84.4973694142857,28
36.198726400000005,-86.58786063571434,28
35.845621299999976,-86.39027000000002,28
33.57786310000002,-101.85516650000001,28
32.72532479999998,-114.62439700000003,28
25.8456722642857,-80.31889059642857,28
-33.86063042857143,151.20477592857145,28
61.21805560000002,-149.90027779999994,27
46.8768199222222,-96.78729437777777,27
45.5223169,-122.41102696296296,27
43.451575814814795,-80.49993848148145,27
42.726130900000015,-87.78285229999999,27
41.5311774888889,-87.49265338518522,28
41.35807079999999,-72.10527855555556,26
40.02898681111112,-76.3163172888889,27
37.65944994444445,-77.51334097407405,27
36.09985959999998,-80.24421600000004,27
36.05727738888887,-94.16586065555559,27
31.230393000000017,121.473704,27
-33.425740640740756,-70.57073985925923,27
47.658780199999995,-117.42604660000005,26
42.129224099999995,-80.085059,26
41.99812282307691,-91.66978686923075,26
41.20332159999999,-77.19452470000004,26
40.69404409230769,-89.59083475384621,25
40.28623573846154,-111.68892062307694,24
40.12107735384614,-75.49086327307693,26
39.694523788461545,-75.75215749230769,23
37.213611323076925,-93.29664310384621,26
33.207822111538476,-97.12518336538467,29
32.93987711153847,-96.59048371153845,26
29.619539792307698,-95.63197613846152,26
18.433950507692316,-66.11070032692308,27
-7.790179030769232,110.36663958846158,27
-34.611995957692294,-58.37186535769232,26
43.074149143999996,-70.772261672,25
42.08731462400001,-88.28416888400001,16
42.06242921599999,-71.19800674799998,24
41.712166196000005,-71.43339008399998,19
41.605020956000004,-87.90389908399999,23
40.62945249999997,-75.49198333999996,25
40.290735404,-75.132053236,24
34.61002429999999,-112.31572099999995,25
30.282790375999998,-81.39532133599997,26
45.525410799999996,-122.97612223333336,24
44.0247062,-88.54261360000004,24
41.589843116666664,-83.67160278333337,24
41.38058658333333,-81.44969834166669,22
40.64738827083333,-74.602102525,20
39.755542999999996,-105.22109970000002,24
38.780919291666656,-90.53477922500002,24
37.975339020833324,-121.7373151625,21
36.596899349999994,-121.8927997791667,26
30.00806682916667,-95.23665046249998,24
28.664152187499997,-81.19046940416668,32
45.40863436956521,-122.63070896086955,24
43.55211606086954,-79.6279655043478,23
43.190097682608695,-70.8673582173913,20
41.68137813913043,-91.57016263043478,23
41.16918656086957,-81.40734466956522,21
41.00527,28.97696,23
40.42068759130438,-86.8895384652174,23
39.587222200000014,-78.84249999999999,23
39.372212099999985,-104.85609019999997,23
39.34609773043479,-76.4911708608696,23
39.260215882608684,-84.29711197826082,14
38.72894057391305,-75.08960126956521,23
38.59669773478262,-122.85768683478267,23
32.05950187826087,34.78865671304346,23
-37.809054056521745,144.9666813869565,23
47.03896737272728,-122.90472724545454,22
44.50789623636362,-88.02764150454543,22
44.02163059999999,-92.46989920000004,22
43.78443970000001,-88.78786779999997,22
43.2072670181818,-88.11732609090912,21
43.13736935909092,-77.45119461363637,22
41.36386271818182,-81.58700702272724,23
39.74338983636364,-74.96350501363635,24
37.637089672727285,-120.99509781818186,22
36.998921759090884,-76.3916683090909,22
35.60059031363636,-82.55043594090908,22
35.40875170000001,-80.57951099999997,22
34.42355656363637,-119.84582048181814,22
34.2694474,-118.78148200000001,22
33.82829486818181,-84.62414716363635,29
25.673210999999995,-100.30920100000002,22
42.819780790476194,-73.93786926666668,21
42.36871233809522,-87.88839364761904,31
39.64176804761905,-106.56254373333338,21
37.68187450000001,-121.76800880000002,21
36.67773720000001,-121.65550130000003,21
35.22199709999999,-101.83129690000004,21
34.54002420000002,-112.46850249999993,21
34.48390100000002,-114.32245479999999,21
33.82066686190475,-116.53005381428572,17
32.87950220000001,-111.75735209999996,21
-6.1839662238095245,106.62444716666666,21
44.94289749999999,-123.03509630000003,20
42.63824705999998,-71.37905408499998,20
42.284991915,-89.083953605,17
41.66191050000001,-83.54837847999998,20
40.63109401999999,-89.40460155999997,20
40.021730379999994,-82.82441171999997,15
39.670073314999996,-84.12874244999998,19
38.545003715000014,-121.738197205,20
35.28275240000001,-120.65961560000002,20
34.9530337,-120.43571909999996,20
34.2073196,-84.14019260000002,20
53.342887326315804,-6.269302921052633,19
42.18329953157895,-88.1248734473684,18
41.447730673684205,-74.02841287894735,19
41.37284354210528,-71.95487932631576,18
41.33769753157895,-81.84286900526317,21
40.85669462105264,-74.61142752105263,23
38.408799300000005,-121.3716178,19
38.018268915789484,-121.85146308421051,21
37.43157340000001,-78.6568942,19
35.6528323,-97.47809540000002,19
34.8697395,-111.76098959999995,19
33.70758057368421,-116.23712694210526,19
32.216316,-80.752608,19
29.938271747368418,-93.92072047368418,19
26.20268920526315,-98.23160340000003,19
26.142035800000013,-81.79481029999995,19
22.396428000000007,114.10949699999996,19
48.433061200000004,-123.36190453333327,18
47.605796816666675,-122.66980361666664,18
42.351674272222226,-72.57957465000001,18
41.878002499999994,-93.09770200000001,18
41.52858545,-72.8271984833333,15
41.19053066666666,-111.99542030555557,27
40.646062199999996,-111.49797289999998,18
40.417455494444454,-3.700910200000001,18
40.38786394991309,-75.95144173201415,18
40.345892033333335,-80.0522917888889,15
38.456545844444456,-122.41896017777779,18
37.97458633333335,-87.5566949555556,18
35.3732921,-119.01871250000002,18
30.6943566,-88.0430541,18
30.51746591666667,-97.82575209999999,18
29.785785299999993,-95.82439559999995,18
21.158964000000008,-86.84593700000003,18
-6.2474466,107.1484521,21
55.68682617647058,12.589942552941174,17
53.54356400000002,-113.490452,17
44.7630567,-85.62063170000003,17
42.880642500000015,-71.3272856,17
41.44601576470588,-75.66807671764707,17
41.1399814,-104.82024619999999,17
40.834997988235294,-74.73254172941176,13
37.95770159999999,-121.29077959999998,17
37.13050120000001,-121.65439009999997,17
34.6867846,-118.15416320000003,17
33.475866976470584,-82.00704912941175,17
32.6098566,-85.48078250000002,17
30.07994050000001,-95.41716010000002,17
28.06263108235293,-82.7662780647059,14
-33.05046190000001,-71.61645150000001,17
60.16995388750001,24.93773011875001,16
50.11151180000001,8.6805059,16
45.19599000625,-93.4194191375,15
44.05817279999998,-121.31530960000003,16
43.685271000000014,-79.75992399999998,16
43.680856062500006,-72.2879520875,16
43.09617089999999,-88.40263154999998,16
42.76535431250001,-78.7826006875,16
42.14349603124999,-72.60673868125,15
42.115474425,-79.28636771250001,16
42.05981338125001,-70.95125738124999,22
41.64187098749999,-88.05172695,26
41.63459085,-72.63523403750001,17
41.25584533125,-75.88747089375,19
39.917770793749995,-82.79737071875002,13
39.2029928625,-84.40497539375002,11
38.04118206875,-122.15005326250001,16
37.2707022,-76.70745710000003,16
37.20464289999999,-80.41268920000002,16
36.82522770000001,-119.70291939999998,16
35.5280783,-108.74258430000003,16
34.935238425,-82.23490447499998,16
32.3199396,-106.76365379999999,16
9.95896848125,-84.10563285625,16
47.5279909,-121.82940924666666,15
43.87199999999999,-78.93911112666665,15
43.859367119999995,-79.45796779999999,15
43.5944677,-83.88886469999997,15
42.81564678,-70.88079374,15
42.790856980000015,-86.09689288666664,15
41.473094800000005,-87.0611412,15
41.455032166666676,-82.70979395333332,15
41.38668647333334,-73.68755599333332,15
41.28900009333333,-72.67700977333334,12
41.0359353,-71.95451460000001,15
40.51596751333332,-74.86343482666665,15
40.021996966666684,-74.82683838666668,14
39.4523385,-74.7276626,15
38.91634299999999,-94.38351600000003,15
38.79781249999999,-90.78021188000001,15
38.742251839999994,-89.96073142666665,15
38.291859,-122.45803559999996,15
34.5794343,-118.11646130000003,15
30.40816732666666,-86.52831985333334,17
29.7030024,-98.1244531,15
28.549001759999996,-81.76455994666665,15
27.503427619999993,-82.57431938,15
-12.047996933333335,-76.96307223999999,15
45.783285600000006,-108.50069040000001,14
45.68345999999998,-111.05049899999996,14
45.55388889999999,-94.17027779999998,14
45.4830341857143,-73.85592810000001,15
45.056500000000014,-92.822175,14
44.875518299999996,-91.91934219999999,14
44.65638900000001,-63.571746999999995,14
43.819152800000005,-91.2386289714286,11
43.0909539,-79.04775544999997,14
42.70891812142857,-83.41993865714286,15
42.241149899999996,-83.6129939,15
41.7266667,-93.60416669999998,14
41.49667446428572,-71.31186335000002,13
40.193376699999995,-85.38635990000002,14
39.5500507,-105.78206739999997,14
35.61336403571429,-77.37131536428569,14
35.11136034285716,-89.79798212142859,18
34.89579570000001,-117.01728260000003,14
33.605349999999994,-111.74111300000003,14
30.159580757142844,-95.48698364999998,14
30.14530822857143,-81.71005462857146,14
3.064449571428572,101.59939635714284,15
-6.950000000000002,107.40000000000002,14
49.27842340769231,-122.7858707230769,13
47.94453959999999,-122.30458150000003,13
47.76381362307692,-122.5563372615384,13
47.36585466923077,-122.09600429230765,13
47.0499507,-88.61481849999998,13
45.46368889999998,9.188140800000001,13
43.6242362,-72.51842750000002,13
43.08313010000001,-73.7845651,13
43.03201096153847,-76.02960003076925,13
42.357735376923074,-88.05798608461538,13
41.90005046153846,12.46451796153846,13
41.68895653846154,-70.23162283846155,13
41.64705556153846,-81.37594352307694,11
41.58425906153847,-81.46569412307691,10
41.486200876923085,-70.59774236153845,16
41.44173973076923,-71.4873863923077,13
41.20630919230769,-80.78733447692306,11
40.36755550769231,-75.3063424923077,13
39.481653699999995,-106.03835179999997,13
38.88248381538462,-90.13132593846156,13
38.59098964615385,-89.94995312307694,10
38.3410331076923,-75.0903547,12
36.1696079,-75.75518539999999,13
35.759573100000004,-79.0192997,13
35.03169556153847,-80.89889010769231,13
34.9248667,-81.0250784,13
33.68949707692307,-84.05876713846155,13
32.86863336923078,-109.77617064615384,13
32.60526754615386,-83.63879623846154,13
32.59896002307692,-96.89536536153847,16
31.95758180000001,-110.95564599999999,13
31.55183626923077,-110.28164576923076,13
29.8832749,-97.94139410000001,13
53.480626583333326,-2.2352573749999998,12
51.227060258333324,6.7685744749999985,11
47.208850625000004,-122.29130058333335,12
45.3735757,-92.88993759999998,12
44.163577499999995,-93.99939959999999,12
42.112507033333344,-83.74276791666666,12
42.10494747500001,-86.45707428333334,13
42.02335,-93.625622,12
41.577224233333325,-73.41572297500002,19
41.467183408333334,-88.2412207,12
41.42606337499999,-73.26728035833331,13
41.42451168333333,-82.03651025,11
41.4173683,-72.85715451666665,11
41.35000000000001,-79.7580556,12
40.88426700000001,-72.38952960000002,12
40.83741915000001,-81.39039130000002,12
40.71558663333334,-74.83224909999998,8
40.685949033333344,-80.29325889166667,12
39.619182083333335,-74.271628675,8
39.6136578,-86.10665259999998,12
39.1910983,-106.81753870000004,12
38.89656539999999,-121.07689009999997,12
38.241950966666664,-122.04015143333335,12
37.962115816666675,-91.82173935000003,12
37.27528,-107.88006670000003,12
35.02322669166667,-78.90490299166666,12
34.22574985000001,-84.46976182499999,12
34.21639370000001,-119.03760229999996,12
33.69013544166666,-78.88596293333335,12
32.42174833333332,-111.18931673333331,12
31.127373583333327,-97.76790279166669,12
14.463793341666667,121.03325859166667,7
-8.409517800000001,115.188916,12
59.91272629999999,10.746092399999997,11
50.85032159999999,4.351710163636363,11
50.08267994545456,14.417019263636366,11
49.199791454545455,-122.94080490909091,15
47.3833333,8.533333299999999,11
46.8716667,-96.895,11
44.800778072727276,-68.77632387272727,11
44.09807818181818,-70.22967558181817,11
43.77340981818181,-88.44728444545451,11
43.77295900000001,-79.257609,11
43.597807499999995,-84.76751390000003,11
43.38455918181819,-73.63518156363635,11
43.097217399999984,-89.5042876,11
43.07797828181817,-86.19875442727272,12
42.98993696363636,-70.89525739999998,10
42.5236111,-92.4463889,11
41.85805560000001,-73.8122222,11
41.512215918181816,-72.00774243636364,9
41.22039803636364,-73.66661941818181,26
41.15861110000001,-95.9341667,11
40.383319400000005,-111.77981163636365,9
40.298672399999994,-83.06796499999999,11
39.64417807272727,-75.61646752727272,11
39.56417,-119.48055999999998,11
38.77335882727273,-90.37569652727275,12
38.367456272727274,-75.58934595454545,11
37.095351545454555,-122.13249071818183,11
36.09373750909091,-79.44782318181818,11
35.75947691818182,-83.97076240909091,11
35.130960481818185,-120.62759538181818,11
35.00520867272726,135.7676582454545,12
34.18394428181818,-119.1819759090909,11
33.942465799999994,-117.22967169999998,11
33.75204142727273,-116.40892606363636,10
33.44733610000001,-84.14686159999998,11
33.26220998181819,-86.82322098181818,11
32.48236099999999,-96.9944489,11
32.38653119999999,-96.8483311,11
29.53344261818182,-95.10316925454545,10
28.17861110000001,-82.35055559999999,11
